,Class of Orbit,Country of Operator/Owner,Operator/Owner,Users,Purpose,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
6711,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6712,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6713,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6714,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6715,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6716,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6717,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6718,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6719,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6720,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6721,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6722,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6723,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6724,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6725,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6726,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6727,LEO,USA,SpaceX,Commercial,Communications,577.0,581.0,0.000288,70.0,96.1,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6728,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6729,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6730,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6731,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6732,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6733,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6734,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6735,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6736,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6737,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6738,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6739,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6740,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6741,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6742,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6743,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6744,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6745,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6746,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6747,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6748,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6749,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6750,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6751,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6752,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6753,LEO,USA,SpaceX,Commercial,Communications,580.0,583.0,0.000216,70.0,96.2,290.0,2023,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9
6754,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6755,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6756,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6757,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6758,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6759,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6760,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6761,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6762,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6763,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6764,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6765,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6766,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6767,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6768,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6769,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6770,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6771,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6772,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6773,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6774,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6775,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6776,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6777,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6778,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6779,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6780,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6781,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6782,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6783,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.0,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6784,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6785,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6786,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6787,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6788,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6789,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6790,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6791,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6792,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6793,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6794,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6795,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6796,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6797,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6798,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6799,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6800,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6801,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6802,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6803,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6804,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6805,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6806,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6807,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6808,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6809,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6810,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6811,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6812,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6813,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6814,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6815,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6816,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6817,LEO,USA,SpaceX,Commercial,Communications,323.0,342.0,0.00142,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6818,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6819,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6820,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6821,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6822,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6823,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6824,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6825,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6826,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6827,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6828,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6829,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6830,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6831,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6832,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6833,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6834,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6835,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6836,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6837,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6838,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6839,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6840,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6841,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6842,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6843,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6844,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6845,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6846,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6847,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6848,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6849,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6850,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6851,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6852,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6853,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6854,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6855,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6856,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6857,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6858,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6859,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6860,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6861,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6862,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6863,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6864,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6865,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6866,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6867,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6868,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6869,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6870,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6871,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6872,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6873,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6874,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6875,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6876,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6877,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
6878,LEO,USA,SpaceX,Commercial,Communications,565.0,567.0,0.000144,43.0,95.8,290.0,2023,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
