,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
5478,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5479,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5480,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5481,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5482,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5483,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5484,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5485,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5486,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5487,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5488,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5489,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5490,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5491,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5492,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5493,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5494,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5495,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5496,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5497,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5498,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5499,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5500,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5501,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5502,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5503,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5504,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5505,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5506,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5507,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5508,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5509,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5510,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5511,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5512,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5513,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5514,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5515,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5516,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5517,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5518,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5519,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5520,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5521,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5522,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5523,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5524,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5525,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5526,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5527,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5528,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5529,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5530,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5531,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5532,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5533,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5534,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5535,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5536,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5537,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5538,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5539,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5540,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5541,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5542,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5543,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5544,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5545,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5546,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5547,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5548,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5549,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5550,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5551,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5552,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5553,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5554,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5555,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5556,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5557,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5558,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5559,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5560,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5561,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5562,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5563,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5564,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5565,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5566,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5567,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5568,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5569,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5570,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5571,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5572,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5573,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5574,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5575,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5576,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5577,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5578,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5579,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5580,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5581,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5582,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5583,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5584,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5585,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5586,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5587,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5588,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5589,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5590,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5591,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5592,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5593,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5594,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5595,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5596,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5597,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5598,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5599,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5600,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5601,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5602,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5603,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5604,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5605,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5606,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5607,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5608,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5609,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5610,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5611,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5612,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5613,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5614,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5615,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5616,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5617,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5618,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5619,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5620,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5621,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5622,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5623,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5624,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5625,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5626,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5627,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5628,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5629,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5630,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5631,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5632,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5633,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5634,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5635,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5636,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5637,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5638,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5639,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5640,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5641,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5642,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5643,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5644,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5645,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5646,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5647,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5648,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5649,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5650,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5651,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5652,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5653,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5654,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5655,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5656,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5657,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5658,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5659,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5660,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5661,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5662,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5663,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5664,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5665,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5666,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5667,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5668,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5669,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5670,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5671,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5672,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5673,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5674,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5675,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5676,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5677,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5678,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5679,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5680,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5681,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5682,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5683,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5684,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5685,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5686,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5687,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5688,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5689,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5690,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5691,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5692,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5693,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5694,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5695,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5696,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5697,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5698,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5699,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5700,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5701,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5702,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5703,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5704,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5705,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5706,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5707,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5708,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5709,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5710,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5711,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5712,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5713,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5714,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5715,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5716,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5717,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5718,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5719,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5720,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5721,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5722,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5723,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5724,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5725,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5726,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5727,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5728,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5729,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5730,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5731,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5732,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5733,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5734,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5735,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5736,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5737,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5738,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5739,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5740,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5741,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5742,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5743,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5744,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5745,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5746,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5747,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5748,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5749,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5750,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5751,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5752,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5753,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5754,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5755,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5756,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5757,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5758,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5759,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5760,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5761,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5762,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5763,562.0,564.0,0.000144,97.6,95.9,260.0,4.0
5764,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5765,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5766,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5767,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5768,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5769,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5770,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5771,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5772,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5773,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5774,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5775,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5776,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5777,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5778,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5779,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5780,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5781,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5782,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5783,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5784,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5785,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5786,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5787,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5788,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5789,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5790,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5791,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5792,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5793,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5794,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5795,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5796,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5797,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5798,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5799,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5800,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5801,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5802,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5803,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5804,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5805,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5806,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5807,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5808,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5809,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5810,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5811,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5812,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5813,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5814,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5815,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5816,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5817,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5818,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5819,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5820,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5821,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5822,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5823,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5824,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5825,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5826,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5827,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5828,561.0,564.0,0.000216,97.7,95.9,260.0,4.0
5829,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5830,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5831,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5832,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5833,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5834,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5835,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5836,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5837,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5838,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5839,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5840,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5841,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5842,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5843,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5844,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5845,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5846,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5847,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5848,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5849,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5850,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5851,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5852,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5853,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5854,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5855,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5856,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5857,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5858,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5859,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5860,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5861,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5862,539.0,541.0,0.000145,53.0,95.4,260.0,4.0
5863,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5864,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5865,562.0,564.0,0.000144,53.2,95.9,260.0,4.0
5866,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5867,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5868,539.0,541.0,0.000145,53.0,95.4,260.0,4.0
5869,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5870,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5871,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5872,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5873,556.0,560.0,0.000289,97.6,95.8,260.0,4.0
5874,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5875,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5876,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5877,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5878,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5879,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5880,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5881,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5882,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5883,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5884,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5885,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5886,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5887,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5888,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5889,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5890,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5891,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5892,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5893,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5894,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5895,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5896,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5897,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5898,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5899,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5900,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5901,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5902,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5903,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5904,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5905,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5906,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5907,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5908,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5909,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5910,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
5911,539.0,541.0,0.000145,53.2,95.4,260.0,4.0
5912,538.0,541.0,0.000217,53.2,95.4,260.0,4.0
