#Launch_Tag,Launch_Date,Piece,Type,Name,PLName,JCAT,LV_Type,Flight_ID,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Agency,Launch_Code,LTCite,price_per_kg,max_mass
1998-057,1998 Oct  9 2250:01,1998-057A,P,Hot Bird 5,Eutelsat HB5,S25495,Atlas IIA,AC-134,-,CC,SLC36B,-,-,LMA,OS,Wire,18700,8618
1998-058,1998 Oct 20 0719:02,1998-058A,P,UHF F/O F9,UFO F9,S25501,Atlas IIA,AC-130,-,CC,SLC36A,-,-,LMA,OS,Wire,18700,8618
1998-059,1998 Oct 21 1637:21,1998-059A,P A,Maqsat-3,Maqsat-3,S25503,Ariane 5G,V112 (503),-,CSG,ELA3,-,-,AE,OS,Wire,10200,21000
1998-059,1998 Oct 21 1637:21,1998-059,PX--O--,ARD,Atmospheric Reentry Demo,A06112,Ariane 5G,V112 (503),-,CSG,ELA3,-,-,AE,OS,Wire,10200,21000
1998-060,1998 Oct 23 0002,1998-060A,P,SCD-2,SCD-2,S25504,Pegasus,F24/P-33,L-1011,CC,RW30/12,ETR,MFWA,OSC,OS,Wire,41100,455
1998-061,1998 Oct 24 1208:01,1998-061A,P   D,Deep Space 1,Deep Space 1,S25508,Delta II,D261,-,CC,SLC17A,-,-,BLS,DS,Wire,38800,3755
1998-061,1998 Oct 24 1208:01,1998-061B,P,SEDSAT-OSCAR-33,SEDSAT,S25509,Delta II,D261,-,CC,SLC17A,-,-,BLS,DS,Wire,38800,3755
1998-062,1998 Oct 25 0414:57,1998-062A,PP H,Progress M-40,Progress 7K-TGM No. 239,S25512,Soyuz,M 15000-660,-,GIK-5,LC1,-,-,RVSNR,OS,NK9823-01,17900,7800
1998-062,1998 Oct 25 0414:57,1998-062C,P,Spoutnik-41,RS-18,S25533,Soyuz,M 15000-660,-,GIK-5,LC1,-,-,RVSNR,OS,NK9823-01,17900,7800
1998-063,1998 Oct 28 2215:00,1998-063A,P,Afristar,Afristar,S25515,Ariane 44,V113 L482d,-,CSG,ELA2,-,-,AE,OS,JCM-P,18300,10200
1998-063,1998 Oct 28 2215:00,1998-063B,P      G,GE 5,GE 5,S25516,Ariane 44,V113 L482d,-,CSG,ELA2,-,-,AE,OS,JCM-P,18300,10200
1998-064,1998 Oct 29 1919:34,1998-064A,PH H-S,Discovery (STS-95),OV-103,S25519,Space Shuttle,STS-95,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-064,1998 Oct 29 1919:34,1998-064B,P ---S-,PANSAT-Oscar-34,PANSAT,S25520,Space Shuttle,STS-95,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-064,1998 Oct 29 1919:34,1998-064C,P ---S-,Spartan 201,SPTN-201,S25521,Space Shuttle,STS-95,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-064,1998 Oct 29 1919:34,1998-064A,PPAH-S-,Spacehab SH-12,Spacehab FU1,A06122,Space Shuttle,STS-95,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-064,1998 Oct 29 1919:34,1998-064A,PXAS-S-,IEH-3,MPESS HH?,A06126,Space Shuttle,STS-95,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-065,1998 Nov  4 0512:00,1998-065A,P      G,PAS 8,PAS 8,S25522,Proton,395-02,-,GIK-5,LC81/23,-,-,ILSK,OS,NK9823-30,8200,21000
1998-066,1998 Nov  6 1337:52,1998-066A,P,Iridium 2,Iridium SV087,S25527,Delta II,D262,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1998-066,1998 Nov  6 1337:52,1998-066B,P,Iridium 86,Iridium SV086,S25528,Delta II,D262,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1998-066,1998 Nov  6 1337:52,1998-066C,P,Iridium 85,Iridium SV085,S25529,Delta II,D262,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1998-066,1998 Nov  6 1337:52,1998-066D,P,Iridium 84,Iridium SV084,S25530,Delta II,D262,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1998-066,1998 Nov  6 1337:52,1998-066E,P,Iridium 83,Iridium SV083,S25531,Delta II,D262,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1998-067,1998 Nov 20 0640:00,1998-067A,PPTH-MU,Zarya,77KM  No. 175-01,S25544,Proton,395-01,-,GIK-5,LC81/23,-,-,RVSNR,OS,NK9901-02,8200,21000
1998-068,1998 Nov 22 2354:00,1998-068A,P,BONUM-1,BONUM-1,S25546,Delta II,D263,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1998-069,1998 Dec  4 0835:34,1998-069A,PH H-V,Endeavour (STS-88),OV-105,S25549,Space Shuttle,STS-88,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-069,1998 Dec  4 0835:34,1998-069B,P ---S-,SAC-A,SAC-A,S25550,Space Shuttle,STS-88,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-069,1998 Dec  4 0835:34,1998-069C,P ---S-,Mightysat 1,STP P97-1,S25551,Space Shuttle,STS-88,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-069,1998 Dec  4 0835:34,1998-069F,PP H-MU,Unity,ISS Node 1,S25575,Space Shuttle,STS-88,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-069,1998 Dec  4 0835:34,1998-069F,PPT--C-,PMA-2,ISS PMA-2,A06140,Space Shuttle,STS-88,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-069,1998 Dec  4 0835:34,1998-069F,PPA--C-,PMA-1,ISS PMA-1,A06141,Space Shuttle,STS-88,MLP3,KSC,LC39A,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1998-070,1998 Dec  6 0043,1998-070A,P,Satmex 5,Satmex 5,S25558,Ariane 42,V114 L483c,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1998-071,1998 Dec  6 0057:54,1998-071A,P,SWAS,SWAS,S25560,Pegasus XL,F25,L-1011,V,RW30/12,WTR,PAWA,OSC,OS,Wire,50600,443
1998-072,1998 Dec 10 1157:07,1998-072A,P,Nadezhda,Nadezhda No. 307,S25567,Kosmos,53713-320,-,GIK-1,LC132/1,-,-,RVSNR,OS,Grahn-pc,14900,1500
1998-072,1998 Dec 10 1157:07,1998-072B,P,Astrid-2,Astrid 2,S25568,Kosmos,53713-320,-,GIK-1,LC132/1,-,-,RVSNR,OS,Grahn-pc,14900,1500
1998-073,1998 Dec 11 1845:52,1998-073A,P   D,Mars Climate Orbiter,MCO,S25571,Delta II,D264,-,CC,SLC17A,-,-,BLS,DS,Wire,38800,3755
1998-074,1998 Dec 19 1139:44,1998-074A,P,Iridium 20A,Iridium SV088?,S25577,Long March 2C,Y6,-,TYSC,LC7,-,-,CALT,OS,CALT-WWW,8300,3850
1998-074,1998 Dec 19 1139:44,1998-074B,P,Iridium 11A,Iridium SV089?,S25578,Long March 2C,Y6,-,TYSC,LC7,-,-,CALT,OS,CALT-WWW,8300,3850
1998-075,1998 Dec 22 0108,1998-075A,P      G,PAS 6B,PAS 6B,S25585,Ariane 42,V115 L484d,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1998-076,1998 Dec 24 2002:19,1998-076A,P,Kosmos-2361,Parus No. 413,S25590,Kosmos,47164-504,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK9902-17,14900,1500
1998-077,1998 Dec 30 1835:46,1998-077A,P,Kosmos-2362,Uragan No. 86L,S25593,Proton,385-02,-,GIK-5,LC200/39,-,-,RVSNR,OS,WWW-CFSCIC,8200,21000
1998-077,1998 Dec 30 1835:46,1998-077B,P,Kosmos-2363,Uragan No. 84L,S25594,Proton,385-02,-,GIK-5,LC200/39,-,-,RVSNR,OS,WWW-CFSCIC,8200,21000
1998-077,1998 Dec 30 1835:46,1998-077C,P,Kosmos-2364,Uragan No. 79L,S25595,Proton,385-02,-,GIK-5,LC200/39,-,-,RVSNR,OS,WWW-CFSCIC,8200,21000
1999-001,1999 Jan  3 2021:10,1999-001A,P   D,Mars Polar Lander,MPL,S25605,Delta II,D265,-,CC,SLC17B,-,-,BLS,DS,Wire,38800,3755
1999-001,1999 Jan  3 2021:10,1999-001,P   D,DS2 Scott Probe,Deep Space 2 Microprobe 1,A06223,Delta II,D265,-,CC,SLC17B,-,-,BLS,DS,Wire,38800,3755
1999-001,1999 Jan  3 2021:10,1999-001,P   D,DS2 Amundsen Probe,Deep Space 2 Microprobe 2,A06224,Delta II,D265,-,CC,SLC17B,-,-,BLS,DS,Wire,38800,3755
1999-002,1999 Jan 27 0034:02,1999-002A,P,Formosat-1,ROCSAT-1,S25616,Athena 1,LM-006,-,SPFL,SLC46,-,-,LMA,OS,Wire,19200,2065
1999-003,1999 Feb  7 2104:15,1999-003A,P   D,Stardust,Stardust,S25618,Delta II,D266,-,CC,SLC17A,-,-,BLS,DS,Wire,38800,3755
1999-003,1999 Feb  7 2104:15,1999-003D,P   D,Sample Return Capsule,Stardust SRC,S28927,Delta II,D266,-,CC,SLC17A,-,-,BLS,DS,Wire,38800,3755
1999-004,1999 Feb  9 0353:59,1999-004A,P      M,Globalstar M023,Globalstar FM23,S25621,Soyuz,S 15000-058,-,GIK-5,LC1,-,-,STSM,OS,NK9903-32,17900,7800
1999-004,1999 Feb  9 0353:59,1999-004B,P      M,Globalstar M040,Globalstar FM40,S25622,Soyuz,S 15000-058,-,GIK-5,LC1,-,-,STSM,OS,NK9903-32,17900,7800
1999-004,1999 Feb  9 0353:59,1999-004C,P      G,Globalstar M036,Globalstar FM36,S25623,Soyuz,S 15000-058,-,GIK-5,LC1,-,-,STSM,OS,NK9903-32,17900,7800
1999-004,1999 Feb  9 0353:59,1999-004D,P      G,Globalstar M038,Globalstar FM38,S25624,Soyuz,S 15000-058,-,GIK-5,LC1,-,-,STSM,OS,NK9903-32,17900,7800
1999-005,1999 Feb 15 0512:00,1999-005A,P,Telstar 6,Telstar 6,S25626,Proton,396-01,-,GIK-5,LC81/23,-,-,ILSK,OS,NK9904-28,8200,21000
1999-006,1999 Feb 16 0145:26,1999-006A,P,JCSAT 4A,JCSAT 6,S25630,Atlas IIAS,AC-152,-,CC,SLC36A,-,-,LMA,OS,Wire,18700,8618
1999-007,1999 Feb 20 0418:01,1999-007A,PH H,Soyuz TM-29,Soyuz 7K-STM No. 78,S25632,Soyuz,M 15000-662,-,GIK-5,LC1,-,-,RVSNR,OS,NK9904-03,17900,7800
1999-008,1999 Feb 23 1029:55,1999-008A,P,ARGOS,STP P91-1,S25634,Delta II,D267,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1999-008,1999 Feb 23 1029:55,1999-008B,P,Orsted,Orsted,S25635,Delta II,D267,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1999-008,1999 Feb 23 1029:55,1999-008C,P,Sunsat-OSCAR-35,Sunsat,S25636,Delta II,D267,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1999-009,1999 Feb 26 2244,1999-009A,P,Arabsat 3A,Arabsat 3A,S25638,Ariane 44,V116 L485,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
1999-009,1999 Feb 26 2244,1999-009B,P,Skynet 4E,Skynet 4E,S25639,Ariane 44,V116 L485,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
1999-010,1999 Feb 28 0400:00,1999-010A,P,Raduga-1,Globus No. 15L,S25642,Proton,387-01,-,GIK-5,LC81/23,-,-,RVSNR,OS,NK9904-38,8200,21000
1999-011,1999 Mar  5 0256,1999-011A,P,WIRE,WIRE,S25646,Pegasus XL,F26/M-22,L-1011,V,RW30/12,WTR,PAWA,OSC,OS,Wire,50600,443
1999-012,1999 Mar 15 0306:00,1999-012A,P      G,Globalstar M022,Globalstar FM22,S25649,Soyuz,S 15000-059,-,GIK-5,LC1,-,-,STSM,OS,NK9905-21,17900,7800
1999-012,1999 Mar 15 0306:00,1999-012B,P      G,Globalstar M041,Globalstar FM41,S25650,Soyuz,S 15000-059,-,GIK-5,LC1,-,-,STSM,OS,NK9905-21,17900,7800
1999-012,1999 Mar 15 0306:00,1999-012C,P      G,Globalstar M046,Globalstar FM46,S25651,Soyuz,S 15000-059,-,GIK-5,LC1,-,-,STSM,OS,NK9905-21,17900,7800
1999-012,1999 Mar 15 0306:00,1999-012D,P      M,Globalstar M037,Globalstar FM37,S25652,Soyuz,S 15000-059,-,GIK-5,LC1,-,-,STSM,OS,NK9905-21,17900,7800
1999-013,1999 Mar 21 0009:30,1999-013A,P,Asiasat 3S,Asiasat 3S,S25657,Proton,388-01,-,GIK-5,LC81/23,-,-,ILSK,OS,NK0003-17,8200,21000
1999-014,1999 Mar 28 0129:59,1999-014A,P,DemoSat,DemoSat,S25661,Zenit 3SL,1L/DM-SL-1TL,ODYSSEY,KLA,-,-,-,SEALC,OS,Wire,8900,15876
1999-015,1999 Apr  2 1128:43,1999-015A,PP H,Progress M-41,Progress 7K-TGM No. 241,S25664,Soyuz,M 15000-663,-,GIK-5,LC1,-,-,RVSNR,OS,NK9905-01,17900,7800
1999-015,1999 Apr  2 1128:43,1999-015C,P,Sputnik-99,RS-19,S25685,Soyuz,M 15000-663,-,GIK-5,LC1,-,-,RVSNR,OS,NK9905-01,17900,7800
1999-016,1999 Apr  2 2203,1999-016A,P,Insat 2E,Insat 2E,S25666,Ariane 42,V117 L486b,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1999-017,1999 Apr  9 1701:00,1999-017A,P       C,DSP F19,DSP 19?,S25669,Titan IV,4B-27 (K-32),-,CC,LC41,-,-,3SLS/AFSMC,OF40,Wire,30800,21600
1999-018,1999 Apr 12 2250:01,1999-018A,P,Eutelsat W3,Eutelsat W3,S25673,Atlas IIAS,AC-154,-,CC,SLC36A,-,-,LMA,OS,Wire,18700,8618
1999-019,1999 Apr 15 0046:00,1999-019A,P      G,Globalstar M045,Globalstar FM45,S25676,Soyuz,S 15000-060,-,GIK-5,LC1,-,-,STSM,OS,NK9906-12,17900,7800
1999-019,1999 Apr 15 0046:00,1999-019B,P      G,Globalstar M019,Globalstar FM19,S25677,Soyuz,S 15000-060,-,GIK-5,LC1,-,-,STSM,OS,NK9906-12,17900,7800
1999-019,1999 Apr 15 0046:00,1999-019C,P      G,Globalstar M044,Globalstar FM44,S25678,Soyuz,S 15000-060,-,GIK-5,LC1,-,-,STSM,OS,NK9906-12,17900,7800
1999-019,1999 Apr 15 0046:00,1999-019D,P      G,Globalstar M042,Globalstar FM42,S25679,Soyuz,S 15000-060,-,GIK-5,LC1,-,-,STSM,OS,NK9906-12,17900,7800
1999-020,1999 Apr 15 1832:00,1999-020A,P,Landsat 7,Landsat 7,S25682,Delta II,D268,-,V,SLC2W,-,-,BLS,OS,Wire,38800,3755
1999-021,1999 Apr 21 0459:12,1999-021A,P,UOSAT-OSCAR-36,UoSAT-12,S25693,Dnepr,670-3542-509,-,GIK-5,LC109/95,-,-,KTRAS/RVSNR,OS,NK9906-16,9600,3200
1999-F01,1999 Apr 27 1822:01,1999-F01,P   F,Ikonos 1,Ikonos 1,F01249,Athena 2,LM-005,-,VS,SLC6,-,-,LMA,OF,Wire,19200,2065
1999-022,1999 Apr 28 2030:00,1999-022A,P,ABRIXAS,ABRIXAS,S25721,Kosmos,65036-413,-,GTsMP-4,LC107,-,-,RVSNR,OS,NK9906-1,14900,1500
1999-022,1999 Apr 28 2030:00,1999-022B,P,Megsat-0,Megsat-0,S25722,Kosmos,65036-413,-,GTsMP-4,LC107,-,-,RVSNR,OS,NK9906-1,14900,1500
1999-023,1999 Apr 30 1630:00,1999-023A,P ------C,Milstar 3,Milstar DFS-3,S25724,Titan IV,4B-32/TC-14 (K-26),-,CC,LC40,-,-,3SLS/AFSMC,OF40,Wire,30800,21600
1999-024,1999 May  5 0100:00,1999-024A,P,Orion 3,Orion 3,S25727,Delta III,D269,-,CC,SLC17B,-,-,BLS,OF40,Wire,18000,8290
1999-025,1999 May 10 0133:00,1999-025A,P,Feng Yun 1C,FY-1 03 xing,S25730,Chang Zheng 4B,Y2,-,TYSC,LC7,-,-,SAST,OS,CGW-WWW,NA,NA
1999-025,1999 May 10 0133:00,1999-025B,P,Shi Jian 5,Shi Jian 5,S25731,Chang Zheng 4B,Y2,-,TYSC,LC7,-,-,SAST,OS,CGW-WWW,NA,NA
1999-026,1999 May 18 0509:36,1999-026A,P,TERRIERS,TERRIERS,S25735,Pegasus XL,F27,L-1011,V,RW30/12,WTR,PAWA,OSC,OS,Wire,50600,443
1999-026,1999 May 18 0509:36,1999-026B,P,MUBLCOM,MUBLCOM,S25736,Pegasus XL,F27,L-1011,V,RW30/12,WTR,PAWA,OSC,OS,Wire,50600,443
1999-027,1999 May 20 2230:00,1999-027A,P,Nimiq 1,Telesat DTH-1,S25740,Proton,396-02,-,GIK-5,LC81/23,-,-,ILSK,OS,NK9907-42,8200,21000
1999-028,1999 May 22 0936,1999-028A,P ------C,USA 144,MISTY 2?,S25744,Titan IV,4B-12,-,VS,SLC4E,-,-,2SLS/AFSMC,OS,Wire,30800,21600
1999-028,1999 May 22 0936,1999-028,PX-C---,USA 144 decoy,MISTY 2?,A06176,Titan IV,4B-12,-,VS,SLC4E,-,-,2SLS/AFSMC,OS,Wire,30800,21600
1999-029,1999 May 26 0622,1999-029A,P,Uribyol-3,KITSAT-3,S25756,PSLV,PSLV-C2,-,SHAR,FLP,-,-,ISRO,OS,Wire,8500,3250
1999-029,1999 May 26 0622,1999-029B,P,DLR-TUBSAT,DLR-TUBSAT,S25757,PSLV,PSLV-C2,-,SHAR,FLP,-,-,ISRO,OS,Wire,8500,3250
1999-029,1999 May 26 0622,1999-029C,P,Oceansat,IRS-P4,S25758,PSLV,PSLV-C2,-,SHAR,FLP,-,-,ISRO,OS,Wire,8500,3250
1999-030,1999 May 27 1049:42,1999-030A,PH H-V,Discovery (STS-96),OV-103,S25760,Space Shuttle,STS-96,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1999-030,1999 May 27 1049:42,1999-030B,P ---S-,Starshine,Starshine,S25769,Space Shuttle,STS-96,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1999-030,1999 May 27 1049:42,1999-030A,PXAS-S-,ICC 1,ICC-G,A06182,Space Shuttle,STS-96,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1999-030,1999 May 27 1049:42,1999-030A,PPAH-S-,Spacehab SH-13,Spacehab LDM,A06189,Space Shuttle,STS-96,MLP2,KSC,LC39B,-,-,JSC/MSFC,OS,MSFCFLASH,65400,27500
1999-031,1999 Jun 10 1348:43,1999-031A,P      G,Globalstar M025,Globalstar FM25,S25770,Delta II,D270,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-031,1999 Jun 10 1348:43,1999-031B,P      G,Globalstar M049,Globalstar FM49,S25771,Delta II,D270,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-031,1999 Jun 10 1348:43,1999-031C,P      G,Globalstar M047,Globalstar FM47,S25772,Delta II,D270,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-031,1999 Jun 10 1348:43,1999-031D,P      G,Globalstar M052,Globalstar FM52,S25773,Delta II,D270,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-032,1999 Jun 11 1715:33,1999-032A,P,Iridium 14A,Iridium SV092,S25777,Long March 2C,Y7,-,TYSC,LC7,-,-,CALT,OS,CGW-WWW,8300,3850
1999-032,1999 Jun 11 1715:33,1999-032B,P,Iridium 21A,Iridium SV093,S25778,Long March 2C,Y7,-,TYSC,LC7,-,-,CALT,OS,CGW-WWW,8300,3850
1999-033,1999 Jun 18 0149:30,1999-033A,P      G,Astra 1H,Astra 1H,S25785,Proton,397-02,-,GIK-5,LC81/23,-,-,ILSK,OS,NK9908-12,8200,21000
1999-034,1999 Jun 20 0215:00,1999-034A,P,QuikScat,QuikScat,S25789,Titan II,23G-7,-,VS,SLC4W,-,-,2SLS/AFSMC,OS,Wire,30600,1900
1999-035,1999 Jun 24 1544:00,1999-035A,P,FUSE,Far UV Spec. Explorer,S25791,Delta II,D271,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
1999-F02,1999 Jul  5 1332:00,1999-F02,P   F,Raduga,Gran' No. 45L,F01253,Proton,389-01/88501,-,GIK-5,LC81/24,-,-,RVSNR,OF,NK9909-26,8200,21000
1999-036,1999 Jul  8 0845:06,1999-036A,P,Molniya-3,Molniya-3 No. 63L,S25847,Molniya,78051  -677,-,GIK-1,LC43/3,-,-,RVSNR,OS,NK9909-32,15700,3700
1999-037,1999 Jul 10 0845:37,1999-037A,P      G,Globalstar M035,Globalstar FM35,S25851,Delta II,D272,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-037,1999 Jul 10 0845:37,1999-037B,P      G,Globalstar M032,Globalstar FM32,S25852,Delta II,D272,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-037,1999 Jul 10 0845:37,1999-037C,P      G,Globalstar M051,Globalstar FM51,S25853,Delta II,D272,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-037,1999 Jul 10 0845:37,1999-037D,P      G,Globalstar M030,Globalstar FM30,S25854,Delta II,D272,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-038,1999 Jul 16 1637:33,1999-038A,PP-H,Progress M-42,Progress 7K-TGM No. 242,S25858,Soyuz,M 15000-667,-,GIK-5,LC1,-,-,RVSNR,OS,NK9909-05,17900,7800
1999-039,1999 Jul 17 0538:00,1999-039A,P,Okean-O,Okean-O No. 1L,S25860,Zenit 2,51025-802/17L,-,GIK-5,LC45/1,-,-,RVSNR,OS,NK9909-34,5100,13740
1999-040,1999 Jul 23 0431:00,1999-040A,PH H-S,Columbia (STS-93),OV-102,S25866,Space Shuttle,STS-93,MLP1,KSC,LC39B,-,-,JSC/MSFC,OS,JCM-P,65400,27500
1999-040,1999 Jul 23 0431:00,1999-040B,P ---S-,Chandra X-ray Observatory,AXAF,S25867,Space Shuttle,STS-93,MLP1,KSC,LC39B,-,-,JSC/MSFC,OS,JCM-P,65400,27500
1999-041,1999 Jul 25 0746:03,1999-041A,P      G,Globalstar M048,Globalstar FM48,S25872,Delta II,D273,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
1999-041,1999 Jul 25 0746:03,1999-041B,P      G,Globalstar M026,Globalstar FM26,S25873,Delta II,D273,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
1999-041,1999 Jul 25 0746:03,1999-041C,P      G,Globalstar M043,Globalstar FM43,S25874,Delta II,D273,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
1999-041,1999 Jul 25 0746:03,1999-041D,P      M,Globalstar M028,Globalstar FM28,S25875,Delta II,D273,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
1999-042,1999 Aug 12 2252,1999-042A,P,Telkom 1,Telkom 1,S25880,Ariane 42,V118 L487f,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1999-043,1999 Aug 17 0437:41,1999-043A,P      G,Globalstar M024,Globalstar FM24,S25883,Delta II,D274,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-043,1999 Aug 17 0437:41,1999-043B,P      G,Globalstar M027,Globalstar FM27,S25884,Delta II,D274,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-043,1999 Aug 17 0437:41,1999-043C,P      G,Globalstar M054,Globalstar FM54,S25885,Delta II,D274,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-043,1999 Aug 17 0437:41,1999-043D,P      G,Globalstar M053,Globalstar FM53,S25886,Delta II,D274,-,CC,SLC17B,-,-,BLS,OS,Wire,38800,3755
1999-044,1999 Aug 18 1800:01,1999-044A,P,Kosmos-2365,Kobal't No. 553,S25889,Soyuz,77017  -785,-,GIK-1,LC43/3,-,-,RVSNR,OS,NK9910-32,17900,7800
1999-044,1999 Aug 18 1800:01,1999-044,PX-RT--,Spuskaemaya Kapsula,SpK,A06213,Soyuz,77017  -785,-,GIK-1,LC43/3,-,-,RVSNR,OS,NK9910-32,17900,7800
1999-044,1999 Aug 18 1800:01,1999-044,PX-RT--,Spuskaemaya Kapsula,SpK,A06219,Soyuz,77017  -785,-,GIK-1,LC43/3,-,-,RVSNR,OS,NK9910-32,17900,7800
1999-045,1999 Aug 26 1202:15,1999-045A,P,Kosmos-2366,Parus No. 451,S25892,Kosmos,65021-703,-,GIK-1,LC132/1,-,-,RVSNR,OS,NK9910-34,14900,1500
1999-046,1999 Sep  4 2234,1999-046A,P,Mugunghwa 3,Koreasat 3,S25894,Ariane 42,V120 L488d,-,CSG,ELA2,-,-,AE,OS,Wire,NA,NA
1999-047,1999 Sep  6 1636:00,1999-047A,P,Yamal-101,Yamal-100 No. 1,S25896,Proton,388-02,-,GIK-5,LC81/23,-,-,KHRU,OS,NK9911-04,8200,21000
1999-047,1999 Sep  6 1636:00,1999-047B,P,Yamal-102,Yamal-100 No. 2,S25897,Proton,388-02,-,GIK-5,LC81/23,-,-,KHRU,OS,NK9911-04,8200,21000
1999-048,1999 Sep  9 1800:00,1999-048A,P,Foton,Foton No. 12L,S25902,Soyuz,M 15000-082,-,GIK-1,LC43/4,-,-,RVSNR,OS,NK9911-08,17900,7800
1999-049,1999 Sep 22 1433:00,1999-049A,P      G,Globalstar M058,Globalstar FM58,S25907,Soyuz,S 15000-061,-,GIK-5,LC1,-,-,STSM,OS,NK9911-15,17900,7800
1999-049,1999 Sep 22 1433:00,1999-049B,P      G,Globalstar M050,Globalstar FM50,S25908,Soyuz,S 15000-061,-,GIK-5,LC1,-,-,STSM,OS,NK9911-15,17900,7800
1999-049,1999 Sep 22 1433:00,1999-049C,P      G,Globalstar M033,Globalstar FM33,S25909,Soyuz,S 15000-061,-,GIK-5,LC1,-,-,STSM,OS,NK9911-15,17900,7800
1999-049,1999 Sep 22 1433:00,1999-049D,P      G,Globalstar M055,Globalstar FM55,S25910,Soyuz,S 15000-061,-,GIK-5,LC1,-,-,STSM,OS,NK9911-15,17900,7800
1999-050,1999 Sep 23 0602:02,1999-050A,P,Echostar V,Echostar 5,S25913,Atlas IIAS,AC-155,-,CC,SLC36A,-,-,LMA,OS,Wire,18700,8618
1999-051,1999 Sep 24 1821:08,1999-051A,P,Ikonos,Ikonos 2,S25919,Athena 2,LM-007,-,VS,SLC6,-,-,LMA,OS,www.spaceimaging.com,19200,2065
1999-052,1999 Sep 25 0629,1999-052A,P,Telstar 7,Telstar 7,S25922,Ariane 44,V121 L489d,-,CSG,ELA2,-,-,AE,OS,Wire,18300,10200
1999-053,1999 Sep 26 2230:00,1999-053A,P,LMI 1,LMI 1,S25924,Proton,398-02,-,GIK-5,LC81/23,-,-,ILSK,OS,NK9911-20,8200,21000
1999-054,1999 Sep 28 1100:05,1999-054A,P,Resurs F-1M,Resurs F-1M No. 19L,S25929,Soyuz,M 15000-045,-,GIK-1,LC43/4,-,-,RVSNR,OS,NK9911-24,17900,7800
1999-055,1999 Oct  7 1251:01,1999-055A,P,GPS IIR-3,GPS SVN 46,S25933,Delta II,D275,-,CC,SLC17A,-,-,BLS,OS,Wire,38800,3755
